"ID","DocType","Field Type","Is System Generated","Module (for export)","Label","Placeholder","Fieldname","Insert After","Length","Link Filters","Precision","Hide Seconds","Hide Days","Options","Sort Options","Fetch From","Fetch on Save if Empty","Collapsible","Collapsible Depends On","Default Value","Depends On","Mandatory Depends On","Read Only Depends On","Non Negative","Is Mandatory Field","Unique","Is Virtual","Read Only","Ignore User Permissions","Hidden","Print Hide","Print Hide If No Value","Print Width","No Copy","Allow on Submit","In List View","In Standard Filter","In Global Search","In Preview","Bold","Report Hide","Index","Allow in Quick Entry","Ignore XSS Filter","Translatable","Hide Border","Show Dashboard","Field Description","Permission Level","Width","Columns"
"Tax Category-tax_category_column_break","Tax Category","Column Break",1,"GST India","","","tax_category_column_break","is_reverse_charge",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Tax Category-is_reverse_charge","Tax Category","Check",1,"GST India","Is Reverse Charge","","is_reverse_charge","is_inter_state",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Tax Category-is_inter_state","Tax Category","Check",1,"GST India","Is Inter State","","is_inter_state","disabled",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Journal Entry Account-gst_tax_type","Journal Entry Account","Data",1,"GST India","GST Tax Type","","gst_tax_type","account",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,1,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Journal Entry-ineligibility_reason","Journal Entry","Select",1,"GST India","Reversal Type","","ineligibility_reason","voucher_type",0,"","",0,0,"As per rules 42 & 43 of CGST Rules
Others",0,"",0,0,"","","eval:doc.voucher_type == 'Reversal Of ITC'","eval:doc.voucher_type == 'Reversal Of ITC'","",0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Payment Entry-gst_category","Payment Entry","Data",1,"GST India","GST Category","","gst_category","billing_address_gstin",0,"","",0,0,"",0,"customer_address.gst_category",0,0,"","","eval:doc.party_type === ""Customer""","","",0,0,0,0,1,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Payment Entry-billing_address_gstin","Payment Entry","Data",1,"GST India","Customer GSTIN","","billing_address_gstin","customer_address",0,"","",0,0,"",0,"customer_address.gstin",0,0,"","","eval:doc.party_type === ""Customer""","","",0,0,0,0,1,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Payment Entry-customer_address","Payment Entry","Link",1,"GST India","Customer Address","","customer_address","gst_column_break",0,"","",0,0,"Address",0,"",0,0,"","","eval:doc.party_type == ""Customer""","","",0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Payment Entry-gst_column_break","Payment Entry","Column Break",1,"GST India","","","gst_column_break","place_of_supply",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Payment Entry-place_of_supply","Payment Entry","Autocomplete",1,"GST India","Place of Supply","","place_of_supply","company_gstin",0,"","",0,0,"01-Jammu and Kashmir
02-Himachal Pradesh
03-Punjab
04-Chandigarh
05-Uttarakhand
06-Haryana
07-Delhi
08-Rajasthan
09-Uttar Pradesh
10-Bihar
11-Sikkim
12-Arunachal Pradesh
13-Nagaland
14-Manipur
15-Mizoram
16-Tripura
17-Meghalaya
18-Assam
19-West Bengal
20-Jharkhand
21-Odisha
22-Chhattisgarh
23-Madhya Pradesh
24-Gujarat
26-Dadra and Nagar Haveli and Daman and Diu
27-Maharashtra
29-Karnataka
30-Goa
31-Lakshadweep Islands
32-Kerala
33-Tamil Nadu
34-Puducherry
35-Andaman and Nicobar Islands
36-Telangana
37-Andhra Pradesh
38-Ladakh
96-Other Countries
97-Other Territory",0,"",0,0,"","","eval:doc.party_type === ""Customer""","","",0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Payment Entry-company_gstin","Payment Entry","Data",1,"GST India","Company GSTIN","","company_gstin","company_address",0,"","",0,0,"",0,"company_address.gstin",0,0,"","","","","",0,0,0,0,1,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Payment Entry-company_address","Payment Entry","Link",1,"GST India","Company Address","","company_address","gst_section",0,"","",0,0,"Address",0,"",0,0,"","","","","",0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Payment Entry-gst_section","Payment Entry","Section Break",1,"GST India","GST Details","","gst_section","deductions",0,"","",0,0,"",0,"",0,1,"","","","","",0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Address-gst_state_number","Address","Data",1,"GST India","GST State Number","","gst_state_number","gst_category",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,1,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Address-gst_category","Address","Select",1,"GST India","GST Category","","gst_category","tax_details_column_break",0,"","",0,0,"Registered Regular
Registered Composition
Unregistered
SEZ
Overseas
Deemed Export
UIN Holders
Tax Deductor
Tax Collector
Input Service Distributor",0,"",0,0,"","Unregistered","","","",0,1,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Address-tax_details_column_break","Address","Column Break",1,"GST India","","","tax_details_column_break","gst_state",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Address-gst_state","Address","Select",1,"GST India","GST State","","gst_state","gstin",0,"","",0,0,"
Andaman and Nicobar Islands
Andhra Pradesh
Arunachal Pradesh
Assam
Bihar
Chandigarh
Chhattisgarh
Dadra and Nagar Haveli and Daman and Diu
Delhi
Goa
Gujarat
Haryana
Himachal Pradesh
Jammu and Kashmir
Jharkhand
Karnataka
Kerala
Ladakh
Lakshadweep Islands
Madhya Pradesh
Maharashtra
Manipur
Meghalaya
Mizoram
Nagaland
Odisha
Other Countries
Other Territory
Puducherry
Punjab
Rajasthan
Sikkim
Tamil Nadu
Telangana
Tripura
Uttar Pradesh
Uttarakhand
West Bengal",0,"",0,0,"","","","","",0,0,0,0,1,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Address-gstin","Address","Data",1,"GST India","GSTIN / UIN","","gstin","tax_details_section",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Address-tax_details_section","Address","Section Break",1,"GST India","Tax Details","","tax_details_section","disabled",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Supplier-is_reverse_charge_applicable","Supplier","Check",1,"GST India","Reverse Charge Applicable","","is_reverse_charge_applicable","gst_transporter_id",0,"","",0,0,"",0,"",0,0,"","","eval:in_list([""Registered Regular"", ""Overseas"", ""Unregistered""], doc.gst_category)","","",0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Supplier-gst_transporter_id","Supplier","Data",1,"GST India","GST Transporter ID","","gst_transporter_id","gst_category",0,"","",0,0,"",0,"",0,0,"","","eval:doc.is_transporter","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Receipt-ewaybill","Purchase Receipt","Data",1,"GST India","e-Waybill No.","","ewaybill","supplier_name",0,"","",0,0,"",0,"",0,0,"","","eval: doc.docstatus === 1 && (doc.ewaybill || doc.e_waybill_status !== 'Not Applicable')","","",0,0,0,0,1,0,0,0,0,"",1,1,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Receipt-gst_vehicle_type","Purchase Receipt","Select",1,"GST India","GST Vehicle Type","","gst_vehicle_type","lr_date",0,"","",0,0,"Regular
Over Dimensional Cargo (ODC)",0,"",0,0,"","Regular","eval:[""Road"", ""Ship""].includes(doc.mode_of_transport)","","eval: doc.mode_of_transport == 'Ship'",0,0,0,0,0,0,0,1,0,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Receipt-mode_of_transport","Purchase Receipt","Select",1,"GST India","Mode of Transport","","mode_of_transport","transporter_name",0,"","",0,0,"
Road
Air
Rail
Ship",0,"",0,0,"","Road","","","",0,0,0,0,0,0,0,1,0,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Receipt-gst_transporter_id","Purchase Receipt","Data",1,"GST India","GST Transporter ID","","gst_transporter_id","transporter",0,"","",0,0,"",0,"transporter.gst_transporter_id",0,0,"","","","","",0,0,0,0,0,0,0,1,0,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Receipt-distance","Purchase Receipt","Int",1,"GST India","Distance (in km)","","distance","vehicle_no",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,1,0,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Set as zero to update distance as per the e-Waybill portal (if available)",0,"",0
"Purchase Receipt-driver_name","Purchase Receipt","Small Text",1,"GST India","Driver Name","","driver_name","driver",0,"","",0,0,"",0,"driver.full_name",0,0,"","","","","",0,0,0,0,0,0,0,1,0,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Receipt-vehicle_no","Purchase Receipt","Data",1,"GST India","Vehicle No","","vehicle_no","transporter_name",15,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,1,0,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Receipt-driver","Purchase Receipt","Link",1,"GST India","Driver","","driver","lr_date",0,"","",0,0,"Driver",0,"",0,0,"","","","","",0,0,0,0,0,0,0,1,0,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Receipt-transporter","Purchase Receipt","Link",1,"GST India","Transporter","","transporter","transporter_info",0,"","",0,0,"Supplier",0,"",0,0,"","","","","",0,0,0,0,0,0,0,1,0,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Receipt-ineligibility_reason","Purchase Receipt","Data",1,"GST India","Reason for Ineligibility","","ineligibility_reason","gst_section",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,1,1,0,0,1,0,"",0,1,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Receipt-gst_section","Purchase Receipt","Section Break",1,"GST India","GST Details","","gst_section","gst_vehicle_type",0,"","",0,0,"",0,"",0,1,"","","","","",0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Invoice Item-pending_boe_qty","Purchase Invoice Item","Float",1,"GST India","Pending BOE Qty","","pending_boe_qty","rejected_qty",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Invoice-ewaybill","Purchase Invoice","Data",1,"GST India","e-Waybill No.","","ewaybill","supplier_name",0,"","",0,0,"",0,"",0,0,"","","eval: doc.docstatus === 1 && (doc.ewaybill || doc.e_waybill_status !== 'Not Applicable')","","",0,0,0,0,1,0,0,0,0,"",1,1,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Invoice-gst_vehicle_type","Purchase Invoice","Select",1,"GST India","GST Vehicle Type","","gst_vehicle_type","lr_date",0,"","",0,0,"Regular
Over Dimensional Cargo (ODC)",0,"",0,0,"","Regular","eval:[""Road"", ""Ship""].includes(doc.mode_of_transport)","","eval: doc.mode_of_transport == 'Ship'",0,0,0,0,0,0,0,1,0,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Invoice-mode_of_transport","Purchase Invoice","Select",1,"GST India","Mode of Transport","","mode_of_transport","transporter_name",0,"","",0,0,"
Road
Air
Rail
Ship",0,"",0,0,"","Road","","","",0,0,0,0,0,0,0,1,0,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Invoice-gst_transporter_id","Purchase Invoice","Data",1,"GST India","GST Transporter ID","","gst_transporter_id","transporter",0,"","",0,0,"",0,"transporter.gst_transporter_id",0,0,"","","","","",0,0,0,0,0,0,0,1,0,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Invoice-distance","Purchase Invoice","Int",1,"GST India","Distance (in km)","","distance","vehicle_no",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,1,0,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Set as zero to update distance as per the e-Waybill portal (if available)",0,"",0
"Purchase Invoice-lr_date","Purchase Invoice","Date",1,"GST India","Transport Receipt Date","","lr_date","driver_name",0,"","",0,0,"",0,"",0,0,"","Today","","","",0,0,0,0,0,0,0,1,0,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Invoice-driver_name","Purchase Invoice","Small Text",1,"GST India","Driver Name","","driver_name","mode_of_transport",0,"","",0,0,"",0,"driver.full_name",0,0,"","","","","",0,0,0,0,0,0,0,1,0,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Invoice-transporter_name","Purchase Invoice","Small Text",1,"GST India","Transporter Name","","transporter_name","transporter_col_break",0,"","",0,0,"",0,"transporter.supplier_name",0,0,"","","","","",0,0,0,0,1,0,0,1,0,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Invoice-transporter_col_break","Purchase Invoice","Column Break",1,"GST India","","","transporter_col_break","distance",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Invoice-vehicle_no","Purchase Invoice","Data",1,"GST India","Vehicle No","","vehicle_no","lr_no",15,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,1,0,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Invoice-lr_no","Purchase Invoice","Data",1,"GST India","Transport Receipt No","","lr_no","driver",30,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,1,0,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Invoice-driver","Purchase Invoice","Link",1,"GST India","Driver","","driver","gst_transporter_id",0,"","",0,0,"Driver",0,"",0,0,"","","","","",0,0,0,0,0,0,0,1,0,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Invoice-transporter","Purchase Invoice","Link",1,"GST India","Transporter","","transporter","transporter_info",0,"","",0,0,"Supplier",0,"",0,0,"","","","","",0,0,0,0,0,0,0,1,0,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Invoice-transporter_info","Purchase Invoice","Section Break",1,"GST India","Transporter Info","","transporter_info","language",0,"","",0,0,"",0,"",0,1,"transporter","","","","",0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Invoice-reconciliation_status","Purchase Invoice","Select",1,"GST India","Reconciliation Status","","reconciliation_status","ineligibility_reason",0,"","",0,0,"
Not Applicable
Reconciled
Unreconciled
Ignored
Match Found",0,"",0,0,"","","","","",0,0,0,0,1,0,0,1,0,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Invoice-ineligibility_reason","Purchase Invoice","Select",1,"GST India","Reason for Ineligibility","","ineligibility_reason","itc_classification",0,"","",0,0,"
Ineligible As Per Section 17(5)
ITC restricted due to PoS rules",0,"",0,0,"","","","","",0,0,0,0,1,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Invoice-itc_classification","Purchase Invoice","Select",1,"GST India","ITC Classification","","itc_classification","gst_section",0,"","",0,0,"Input Service Distributor
Import Of Service
Import Of Goods
ITC on Reverse Charge
All Other ITC",0,"",0,0,"","All Other ITC","","","",0,0,0,0,1,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Invoice-gst_section","Purchase Invoice","Section Break",1,"GST India","GST Details","","gst_section","gst_vehicle_type",0,"","",0,0,"",0,"",0,1,"","","","","",0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Advance Taxes and Charges-gst_tax_type","Advance Taxes and Charges","Data",1,"GST India","GST Tax Type","","gst_tax_type","rate",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,1,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Taxes and Charges-gst_tax_type","Purchase Taxes and Charges","Data",1,"GST India","GST Tax Type","","gst_tax_type","rate",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,1,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Taxes and Charges-gst_tax_type","Sales Taxes and Charges","Data",1,"GST India","GST Tax Type","","gst_tax_type","rate",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,1,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Invoice-e_waybill_status","Sales Invoice","Select",1,"GST India","e-Waybill Status","","e_waybill_status","ewaybill",0,"","",0,0,"
Pending
Generated
Auto-Retry
Cancelled
Not Applicable
Manually Generated
Manually Cancelled",0,"",0,0,"","","eval:doc.docstatus === 1 && !doc.ewaybill","","eval:doc.ewaybill",0,0,0,0,0,0,0,1,0,"",1,1,0,0,0,0,0,0,0,0,0,1,0,0,"",0,"",0
"Sales Invoice-ewaybill","Sales Invoice","Data",1,"GST India","e-Waybill No.","","ewaybill","customer_name",0,"","",0,0,"",0,"",0,0,"","","eval: doc.docstatus === 1 && (doc.ewaybill || doc.e_waybill_status !== 'Not Applicable')","","",0,0,0,0,1,0,0,0,0,"",1,1,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Invoice-gst_vehicle_type","Sales Invoice","Select",1,"GST India","GST Vehicle Type","","gst_vehicle_type","lr_date",0,"","",0,0,"Regular
Over Dimensional Cargo (ODC)",0,"",0,0,"","Regular","eval:[""Road"", ""Ship""].includes(doc.mode_of_transport)","","eval: doc.mode_of_transport == 'Ship'",0,0,0,0,0,0,0,1,0,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Invoice-mode_of_transport","Sales Invoice","Select",1,"GST India","Mode of Transport","","mode_of_transport","transporter_name",0,"","",0,0,"
Road
Air
Rail
Ship",0,"",0,0,"","Road","","","",0,0,0,0,0,0,0,1,0,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Invoice-gst_transporter_id","Sales Invoice","Data",1,"GST India","GST Transporter ID","","gst_transporter_id","transporter",0,"","",0,0,"",0,"transporter.gst_transporter_id",0,0,"","","","","",0,0,0,0,0,0,0,1,0,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Invoice-distance","Sales Invoice","Int",1,"GST India","Distance (in km)","","distance","vehicle_no",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,1,0,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Set as zero to update distance as per the e-Waybill portal (if available)",0,"",0
"Sales Invoice-lr_date","Sales Invoice","Date",1,"GST India","Transport Receipt Date","","lr_date","driver_name",0,"","",0,0,"",0,"",0,0,"","Today","","","",0,0,0,0,0,0,0,1,0,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Invoice-driver_name","Sales Invoice","Small Text",1,"GST India","Driver Name","","driver_name","mode_of_transport",0,"","",0,0,"",0,"driver.full_name",0,0,"","","","","",0,0,0,0,0,0,0,1,0,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Invoice-transporter_name","Sales Invoice","Small Text",1,"GST India","Transporter Name","","transporter_name","transporter_col_break",0,"","",0,0,"",0,"transporter.supplier_name",0,0,"","","","","",0,0,0,0,1,0,0,1,0,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Invoice-transporter_col_break","Sales Invoice","Column Break",1,"GST India","","","transporter_col_break","distance",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Invoice-vehicle_no","Sales Invoice","Data",1,"GST India","Vehicle No","","vehicle_no","lr_no",15,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,1,0,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Invoice-lr_no","Sales Invoice","Data",1,"GST India","Transport Receipt No","","lr_no","driver",30,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,1,0,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Invoice-driver","Sales Invoice","Link",1,"GST India","Driver","","driver","gst_transporter_id",0,"","",0,0,"Driver",0,"",0,0,"","","","","",0,0,0,0,0,0,0,1,0,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Invoice-transporter","Sales Invoice","Link",1,"GST India","Transporter","","transporter","transporter_info",0,"","",0,0,"Supplier",0,"",0,0,"","","","","",0,0,0,0,0,0,0,1,0,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Invoice-transporter_info","Sales Invoice","Section Break",1,"GST India","Transporter Info","","transporter_info","language",0,"","",0,0,"",0,"",0,1,"transporter","","","","",0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Invoice-einvoice_status","Sales Invoice","Select",1,"GST India","e-Invoice Status","","einvoice_status","status",0,"","",0,0,"
Pending
Generated
Manually Generated
Auto-Retry
Cancelled
Manually Cancelled
Failed
Not Applicable
Pending Cancellation",0,"",0,0,"","","","","",0,0,0,0,1,0,1,1,0,"",1,0,0,0,0,0,0,0,0,0,0,1,0,0,"",0,"",0
"Sales Invoice-irn","Sales Invoice","Data",1,"GST India","IRN","","irn","customer",0,"","",0,0,"",0,"",0,0,"","","eval:doc.gst_category != ""Unregistered""","","",0,0,0,0,1,0,1,1,0,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Invoice-is_reverse_charge","Sales Invoice","Check",1,"GST India","Is Reverse Charge","","is_reverse_charge","is_debit_note",0,"","",0,0,"",0,"",0,0,"","0","","","",0,0,0,0,0,0,1,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Invoice-invoice_copy","Sales Invoice","Select",1,"GST India","Invoice Copy","","invoice_copy","column_break_84",30,"","",0,0,"Original for Recipient
Duplicate for Transporter
Duplicate for Supplier
Triplicate for Supplier",0,"",0,0,"","","","","",0,0,0,0,0,0,0,1,0,"",0,1,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Invoice-port_address","Sales Invoice","Link",1,"GST India","Origin Port / Border Checkpost Address Name","","port_address","shipping_address",0,"","",0,0,"Address",0,"",0,0,"","","eval:doc.company_gstin && doc.gst_category === 'Overseas' && doc.place_of_supply == '96-Other Countries' && gst_settings.enable_e_waybill","","",0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Address of the place / port in India from where goods are being exported <br>(for generating e-Waybill against export of goods)",0,"",0
"Purchase Invoice Item-is_ineligible_for_itc","Purchase Invoice Item","Check",1,"GST India","Is Ineligible for Input Tax Credit","","is_ineligible_for_itc","gst_hsn_code",0,"","",0,0,"",0,"item_code.is_ineligible_for_itc",1,0,"","","","","",0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Receipt Item-is_ineligible_for_itc","Purchase Receipt Item","Check",1,"GST India","Is Ineligible for Input Tax Credit","","is_ineligible_for_itc","gst_hsn_code",0,"","",0,0,"",0,"item_code.is_ineligible_for_itc",1,0,"","","","","",0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Purchase Order Item-is_ineligible_for_itc","Purchase Order Item","Check",1,"GST India","Is Ineligible for Input Tax Credit","","is_ineligible_for_itc","gst_hsn_code",0,"","",0,0,"",0,"item_code.is_ineligible_for_itc",1,0,"","","","","",0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Supplier Quotation Item-is_ineligible_for_itc","Supplier Quotation Item","Check",1,"GST India","Is Ineligible for Input Tax Credit","","is_ineligible_for_itc","gst_hsn_code",0,"","",0,0,"",0,"item_code.is_ineligible_for_itc",1,0,"","","","","",0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Subcontracting Receipt Item-cess_non_advol_amount","Subcontracting Receipt Item","Currency",1,"GST India","CESS Non Advol Amount","","cess_non_advol_amount","cess_amount",0,"","",0,0,"Company:company:default_currency",0,"",0,0,"","","","","",0,0,0,0,1,0,0,0,0,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Subcontracting Receipt Item-cess_amount","Subcontracting Receipt Item","Currency",1,"GST India","CESS Amount","","cess_amount","sgst_amount",0,"","",0,0,"Company:company:default_currency",0,"",0,0,"","","","","",0,0,0,0,1,0,0,0,0,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Subcontracting Receipt Item-sgst_amount","Subcontracting Receipt Item","Currency",1,"GST India","SGST Amount","","sgst_amount","cgst_amount",0,"","",0,0,"Company:company:default_currency",0,"",0,0,"","","","","",0,0,0,0,1,0,0,0,0,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Subcontracting Receipt Item-cgst_amount","Subcontracting Receipt Item","Currency",1,"GST India","CGST Amount","","cgst_amount","igst_amount",0,"","",0,0,"Company:company:default_currency",0,"",0,0,"","","","","",0,0,0,0,1,0,0,0,0,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Subcontracting Receipt Item-igst_amount","Subcontracting Receipt Item","Currency",1,"GST India","IGST Amount","","igst_amount","cb_gst_details",0,"","",0,0,"Company:company:default_currency",0,"",0,0,"","","","","",0,0,0,0,1,0,0,0,0,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Subcontracting Receipt Item-cb_gst_details","Subcontracting Receipt Item","Column Break",1,"GST India","","","cb_gst_details","cess_non_advol_rate",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
